Compound	H	C	N	O	P	S	Cl	Co	Se
7-Deoxyloganate_C16H24O9_360.141998	24	96	0	72	0	0	0	0	0
"3',4'-Anhydrovinblastine_C46H56N4O8_792.409790"	56	276	28	64	0	0	0	0	0
19-Hydroxytabersonine_C21H24N2O3_352.178589	24	126	14	24	0	0	0	0	0
16-Hydroxytabersonine_C21H24N2O3_352.178711	24	126	14	24	0	0	0	0	0
10-Deoxygeniposidic+acid_C16H22O9_358.126312	22	96	0	72	0	0	0	0	0
Geniposidic+acid_C16H22O10_374.121185	22	96	0	80	0	0	0	0	0
16-Methoxytabersonine_C22H26N2O3_366.194305	26	132	14	24	0	0	0	0	0
Lochnericine_C21H24N2O3_352.178711	24	126	14	24	0	0	0	0	0
Horhammericine_C21H24N2O4_368.173615	24	126	14	32	0	0	0	0	0
Dialdehyde_C21H24N2O4_368.173615	24	126	14	32	0	0	0	0	0
"4,21-Dehydrocorynantheine+aldehyde_C21H23N2O3_351.170807"	23	126	14	24	0	0	0	0	0
Cathenamine_C21H22N2O3_350.162994	22	126	14	24	0	0	0	0	0
19-epi-Cathenamine_C21H22N2O3_350.162994	22	126	14	24	0	0	0	0	0
Tetrahydroalstonine_C21H24N2O3_352.178589	24	126	14	24	0	0	0	0	0
19-epi-Ajmalicine_C21H24N2O3_352.178589	24	126	14	24	0	0	0	0	0
Stemmadenine_C21H26N2O3_354.194305	26	126	14	24	0	0	0	0	0
10-Deacetylbaccatin+III_C29H36O10_544.230713	36	174	0	80	0	0	0	0	0
Minovincinine_C21H26N2O3_354.194305	26	126	14	24	0	0	0	0	0
Echitovenine_C23H28N2O4_396.204803	28	138	14	32	0	0	0	0	0
Vinorine_C21H22N2O2_334.168091	22	126	14	16	0	0	0	0	0
"1,2-Dihydrovomilenine_C21H24N2O3_352.178711"	24	126	14	24	0	0	0	0	0
17-O-Acetylnorajmaline_C21H26N2O3_354.194305	26	126	14	24	0	0	0	0	0
Norajmaline_C19H24N2O2_312.183685	24	114	14	16	0	0	0	0	0
1-Hydroxy-2-methyl-2-butenyl+4-diphosphate_C5H12O8P2_262.000793	12	30	0	64	30	0	0	0	0
Lochnerinine_C22H26N2O4_382.189209	26	132	14	32	0	0	0	0	0
Demethylalangiside_C24H29NO10_491.178986	29	144	7	80	0	0	0	0	0
Demethylisoalangiside_C24H29NO10_491.178986	29	144	7	80	0	0	0	0	0
Isoalangiside_C25H31NO10_505.194611	31	150	7	80	0	0	0	0	0
Protoemetine_C19H27NO3_317.199097	27	114	7	24	0	0	0	0	0
Deoxytubulosine_C29H37N3O2_459.288513	37	174	21	16	0	0	0	0	0
Gibberellin+A14+aldehyde_C20H28O4_332.198792	28	120	0	32	0	0	0	0	0
Gibberellin+A51-catabolite_C19H22O5_330.146698	22	114	0	40	0	0	0	0	0
Gibberellin+A29-catabolite_C19H22O6_346.141602	22	114	0	48	0	0	0	0	0
Gibberellin+A12_C20H28O4_332.198792	28	120	0	32	0	0	0	0	0
Gibberellin+A14_C20H28O5_348.193695	28	120	0	40	0	0	0	0	0
Gibberellin+A37+open+lactone_C20H28O6_364.188507	28	120	0	48	0	0	0	0	0
Gibberellin+A15+open+lactone_C20H28O5_348.193695	28	120	0	40	0	0	0	0	0
Gibberellin+A24_C20H26O5_346.177887	26	120	0	40	0	0	0	0	0
Gibberellin+A36_C20H26O6_362.172913	26	120	0	48	0	0	0	0	0
Gibberellin+A9_C19H24O4_316.167389	24	114	0	32	0	0	0	0	0
Gibberellin+A4_C19H24O5_332.162292	24	114	0	40	0	0	0	0	0
Gibberellin+A51_C19H24O5_332.162292	24	114	0	40	0	0	0	0	0
"2,3-Dehydro-gibberellin+A9_C19H22O4_314.151794"	22	114	0	32	0	0	0	0	0
Gibberellin+A7_C19H22O5_330.146698	22	114	0	40	0	0	0	0	0
Gibberellin+A34_C19H24O6_348.157196	24	114	0	48	0	0	0	0	0
Gibberellin+A34-catabolite_C19H22O6_346.141602	22	114	0	48	0	0	0	0	0
Gibberellin+A8-catabolite_C19H22O7_362.136505	22	114	0	56	0	0	0	0	0
Gibberellin+A5_C19H22O5_330.146698	22	114	0	40	0	0	0	0	0
Kaur-16-en-18-ol_C20H32O_288.245300	32	120	0	8	0	0	0	0	0
Kaur-16-en-18-al_C20H30O_286.229706	30	120	0	8	0	0	0	0	0
Kaur-16-en-18-oic+acid_C20H30O2_302.224609	30	120	0	16	0	0	0	0	0
ent-7alpha-Hydroxykaur-16-en-19-oic+acid_C20H30O3_318.219513	30	120	0	24	0	0	0	0	0
"6beta,7beta-Dihydroxykaurenoic+acid_C20H30O4_334.214386"	30	120	0	32	0	0	0	0	0
(+)-Sandaracopimaradiene_C20H32_272.250397	32	120	0	0	0	0	0	0	0
(-)-Abietadiene_C20H32_272.250397	32	120	0	0	0	0	0	0	0
Levopimaradiene_C20H32_272.250397	32	120	0	0	0	0	0	0	0
Neoabietadiene_C20H32_272.250397	32	120	0	0	0	0	0	0	0
Palustradiene_C20H32_272.250397	32	120	0	0	0	0	0	0	0
Abietinol_C20H32O_288.245300	32	120	0	8	0	0	0	0	0
Levopimarinol_C20H32O_288.245300	32	120	0	8	0	0	0	0	0
Neoabietinol_C20H32O_288.245300	32	120	0	8	0	0	0	0	0
Neoabietal_C20H30O_286.229614	30	120	0	8	0	0	0	0	0
Levopimarinal_C20H30O_286.229614	30	120	0	8	0	0	0	0	0
Abietal_C20H30O_286.229614	30	120	0	8	0	0	0	0	0
L-Pimaric+acid_C20H30O2_302.224487	30	120	0	16	0	0	0	0	0
Neoabietic+acid_C20H30O2_302.224487	30	120	0	16	0	0	0	0	0
Aphidicolan-16beta-ol_C20H34O_290.260986	34	120	0	8	0	0	0	0	0
Aphidicol-16-ene_C20H32_272.250397	32	120	0	0	0	0	0	0	0
Aphidicol-15-ene_C20H32_272.250397	32	120	0	0	0	0	0	0	0
Cembrene_C20H32_272.250397	32	120	0	0	0	0	0	0	0
"Taxa-4(5),11(12)-diene_C20H32_272.250397"	32	120	0	0	0	0	0	0	0
"Taxa-4(20),11(12)-dien-5alpha-ol_C20H32O_288.245300"	32	120	0	8	0	0	0	0	0
"Taxa-4(20),11(12)-dien-5alpha-yl+acetate_C22H34O2_330.255890"	34	132	0	16	0	0	0	0	0
"Taxa-4(20),11(12)-dien-5alpha,13alpha-diol_C20H32O2_304.240204"	32	120	0	16	0	0	0	0	0
"Taxa-4(20),11(12)-dien-5alpha-acetoxy-10beta-ol_C22H34O3_346.250793"	34	132	0	24	0	0	0	0	0
10-Deacetyl-2-debenzoylbaccatin+III_C22H32O9_440.204498	32	132	0	72	0	0	0	0	0
Baccatin+III_C31H38O11_586.241272	38	186	0	88	0	0	0	0	0
Copalyl+diphosphate_C20H36O7P2_450.193512	36	120	0	56	30	0	0	0	0
syn-Copalyl+diphosphate_C20H36O7P2_450.193512	36	120	0	56	30	0	0	0	0
Gibberellin+A53+aldehyde_C20H28O4_332.198700	28	120	0	32	0	0	0	0	0
"4,6-Dideoxy-4-oxo-dTDP-D-glucose_C16H24N2O15P2_546.065002"	24	96	14	120	30	0	0	0	0
"3,6-Dideoxy-3-oxo-dTDP-D-glucose_C16H24N2O15P2_546.065002"	24	96	14	120	30	0	0	0	0
"dTDP-3-oxo-4,6-dideoxy-D-glucose_C16H24N2O14P2_530.070129"	24	96	14	112	30	0	0	0	0
"dTDP-3-amino-3,4,6-trideoxy-D-glucose_C16H27N3O13P2_531.101685"	27	96	21	104	30	0	0	0	0
dTDP-D-desosamine_C18H31N3O13P2_559.133118	31	108	21	104	30	0	0	0	0
dTDP-6-deoxy-D-allose_C16H26N2O15P2_548.080627	26	96	14	120	30	0	0	0	0
"dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose_C17H26N2O14P2_544.085815"	26	102	14	112	30	0	0	0	0
dTDP-L-mycarose_C17H28N2O14P2_546.101379	28	102	14	112	30	0	0	0	0
Maltol_C6H6O3_126.031700	6	36	0	24	0	0	0	0	0
dTDP-L-megosamine_C18H31N3O13P2_559.133179	31	108	21	104	30	0	0	0	0
dTDP-L-olivose_C16H26N2O14P2_532.085815	26	96	14	112	30	0	0	0	0
dTDP-L-oleandrose_C17H28N2O14P2_546.101379	28	102	14	112	30	0	0	0	0
"dTDP-4-oxo-2,6-dideoxy-D-glucose_C16H24N2O14P2_530.070129"	24	96	14	112	30	0	0	0	0
dTDP-D-olivose_C16H26N2O14P2_532.085815	26	96	14	112	30	0	0	0	0
"dTDP-3-amino-3,6-dideoxy-D-glucose_C16H27N3O14P2_547.096619"	27	96	21	112	30	0	0	0	0
dTDP-4-oxo-6-deoxy-D-allose_C16H24N2O15P2_546.065002	24	96	14	120	30	0	0	0	0
"dTDP-4-oxo-2,6-dideoxy-L-mannose_C16H24N2O14P2_530.070129"	24	96	14	112	30	0	0	0	0
"dTDP-4-oxo-2,6-dideoxy-D-allose_C16H24N2O14P2_530.070129"	24	96	14	112	30	0	0	0	0
"dTDP+1-ester+with+(6R)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran_C16H22N2O14P2_528.054382"	22	96	14	112	30	0	0	0	0
"dTDP+1-ester+with+(6S)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran_C16H22N2O14P2_528.054382"	22	96	14	112	30	0	0	0	0
"dTDP+1-ester+with+2,6-dideoxy-L-erythro-hexopyranos-3-ulose_C16H24N2O14P2_530.070129"	24	96	14	112	30	0	0	0	0
dTDP-D-mycaminose_C18H31N3O14P2_575.128113	31	108	21	112	30	0	0	0	0
(+)-cis-Isopulegone_C10H16O_152.120102	16	60	0	8	0	0	0	0	0
(+)-Isomenthone_C10H18O_154.135803	18	60	0	8	0	0	0	0	0
"6,8a-Seco-6,8a-deoxy-5-oxoavermectin+''2b''+aglycone_C33H48O8_572.334900"	48	198	0	64	0	0	0	0	0
5-Oxoavermectin+''2b''+aglycone_C33H46O9_586.314087	46	198	0	72	0	0	0	0	0
Avermectin+B2b+aglycone_C33H48O9_588.329773	48	198	0	72	0	0	0	0	0
Avermectin+A2b+aglycone_C34H50O9_602.345520	50	204	0	72	0	0	0	0	0
Avermectin+B2b+monosaccharide_C40H60O12_732.408386	60	240	0	96	0	0	0	0	0
Avermectin+A2b+monosaccharide_C41H62O12_746.424072	62	246	0	96	0	0	0	0	0
Avermectin+B2b_C47H72O15_876.487000	72	282	0	120	0	0	0	0	0
Avermectin+A2b_C48H74O15_890.502808	74	288	0	120	0	0	0	0	0
"6,8a-Seco-6,8a-deoxy-5-oxoavermectin+''1b''+aglycone_C33H46O7_554.324280"	46	198	0	56	0	0	0	0	0
5-Oxoavermectin+''1b''+aglycone_C33H44O8_568.303589	44	198	0	64	0	0	0	0	0
Avermectin+B1b+aglycone_C33H46O8_570.319214	46	198	0	64	0	0	0	0	0
Avermectin+A1b+aglycone_C34H48O8_584.334900	48	204	0	64	0	0	0	0	0
Avermectin+B1b+monosaccharide_C40H58O11_714.397827	58	240	0	88	0	0	0	0	0
Avermectin+A1b+monosaccharide_C41H60O11_728.413513	60	246	0	88	0	0	0	0	0
Avermectin+B1b_C47H70O14_858.476501	70	282	0	112	0	0	0	0	0
Avermectin+A1b_C48H72O14_872.492126	72	288	0	112	0	0	0	0	0
"6,8a-Seco-6,8a-deoxy-5-oxoavermectin+''2a''+aglycone_C34H50O8_586.350525"	50	204	0	64	0	0	0	0	0
5-Oxoavermectin+''2a''+aglycone_C34H48O9_600.329773	48	204	0	72	0	0	0	0	0
Avermectin+B2a+aglycone_C34H50O9_602.345520	50	204	0	72	0	0	0	0	0
Avermectin+A2a+aglycone_C35H52O9_616.361084	52	210	0	72	0	0	0	0	0
Avermectin+B2a+monosaccharide_C41H62O12_746.424011	62	246	0	96	0	0	0	0	0
Avermectin+A2a+monosaccharide_C42H64O12_760.439697	64	252	0	96	0	0	0	0	0
Avermectin+B2a_C48H74O15_890.502686	74	288	0	120	0	0	0	0	0
Avermectin+A2a_C49H76O15_904.518372	76	294	0	120	0	0	0	0	0
"6,8a-Seco-6,8a-deoxy-5-oxoavermectin+''1a''+aglycone_C34H48O7_568.340027"	48	204	0	56	0	0	0	0	0
5-Oxoavermectin+''1a''+aglycone_C34H46O8_582.319275	46	204	0	64	0	0	0	0	0
Avermectin+B1a+aglycone_C34H48O8_584.334900	48	204	0	64	0	0	0	0	0
Avermectin+A1a+aglycone_C35H50O8_598.350586	50	210	0	64	0	0	0	0	0
Avermectin+B1a+monosaccharide_C41H60O11_728.413513	60	246	0	88	0	0	0	0	0
Avermectin+A1a+monosaccharide_C42H62O11_742.429077	62	252	0	88	0	0	0	0	0
Avermectin+B1a_C48H72O14_872.492188	72	288	0	112	0	0	0	0	0
Avermectin+A1a_C49H74O14_886.507874	74	294	0	112	0	0	0	0	0
Megalomicin+A_C44H80N2O15_876.555786	80	264	14	120	0	0	0	0	0
Megalomicin+B_C46H82N2O16_918.566406	82	276	14	128	0	0	0	0	0
Megalomicin+C1_C48H84N2O17_960.577026	84	288	14	136	0	0	0	0	0
Megalomicin+C2_C49H86N2O17_974.592712	86	294	14	136	0	0	0	0	0
"8,8a-Deoxyoleandolide_C20H36O6_372.251099"	36	120	0	48	0	0	0	0	0
Oleandolide_C20H34O7_386.230408	34	120	0	56	0	0	0	0	0
L-Olivosyl-oleandolide_C26H44O10_516.293274	44	156	0	80	0	0	0	0	0
L-Oleandrosyl-oleandolide_C27H46O10_530.309021	46	162	0	80	0	0	0	0	0
10-Deoxymethynolide_C17H28O4_296.198700	28	102	0	32	0	0	0	0	0
YC-17_C25H43NO6_453.308899	43	150	7	48	0	0	0	0	0
Neomethymycin_C25H43NO7_469.303894	43	150	7	56	0	0	0	0	0
Methymycin_C25H43NO7_469.303802	43	150	7	56	0	0	0	0	0
Narbonolide_C20H32O5_352.224915	32	120	0	40	0	0	0	0	0
Narbomycin_C28H47NO7_509.335114	47	168	7	56	0	0	0	0	0
Pikromycin_C28H47NO8_525.330078	47	168	7	64	0	0	0	0	0
Tylactone_C23H38O5_394.271912	38	138	0	40	0	0	0	0	0
5-O-beta-D-Mycaminosyltylactone_C31H53NO8_567.377014	53	186	7	64	0	0	0	0	0
5-O-beta-D-Mycaminosyltylonolide_C31H51NO10_597.351318	51	186	7	80	0	0	0	0	0
Demethyllactenocin_C37H61NO14_743.409119	61	222	7	112	0	0	0	0	0
Chloroeremomycin_C73H88Cl2N10O26_1590.523438	88	438	70	208	0	0	34	0	0
"3,5-Dihydroxy-phenylglycine_C8H9NO4_183.053207"	9	48	7	32	0	0	0	0	0
Clorobiocin_C35H37ClN2O11_696.208374	37	210	14	88	0	0	17	0	0
Pyochelin_C14H16N2O3S2_324.060211	16	84	14	24	0	32	0	0	0
Yersiniabactin_C21H27N3O4S3_481.116211	27	126	21	32	0	48	0	0	0
Rifamycin_C37H47NO12_697.309875	47	222	7	96	0	0	0	0	0
Ansamitocin+P3_C32H43ClN2O9_634.265686	43	192	14	72	0	0	17	0	0
N-Methylanthraniloyl-CoA_C29H43N8O17P3S_900.168030	43	174	56	136	45	16	0	0	0
"1,3-Dihydroxy-N-methylacridone_C14H11NO3_241.073898"	11	84	7	24	0	0	0	0	0
Cyanidin+3-O-(6-O-p-coumaroyl)glucoside_C30H27O13_595.145081	27	180	0	104	0	0	0	0	0
Cyanidin+3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside_C36H37O18_757.197815	37	216	0	144	0	0	0	0	0
AminoDAHP_C7H14NO9P_287.040588	14	42	7	72	15	0	0	0	0
AHBA_C7H7NO3_153.042603	7	42	7	24	0	0	0	0	0
AminoDHS_C7H9NO4_171.053207	9	42	7	32	0	0	0	0	0
AminoDHQ_C7H11NO5_189.063797	11	42	7	40	0	0	0	0	0
Apiforol_C15H14O5_274.084106	14	90	0	40	0	0	0	0	0
(+)-Gallocatechin_C15H14O7_306.073914	14	90	0	56	0	0	0	0	0
(-)-Epiafzelechin_C15H14O5_274.084106	14	90	0	40	0	0	0	0	0
2'-Hydroxygenistein_C15H10O6_286.047791	10	90	0	48	0	0	0	0	0
2'-Hydroxybiochanin+A_C16H12O6_300.063293	12	96	0	48	0	0	0	0	0
(-)-Epigallocatechin_C15H14O7_306.073914	14	90	0	56	0	0	0	0	0
Pelargonidin+3-O-glucoside_C21H21O10_433.113403	21	126	0	80	0	0	0	0	0
Delphinidin+3-O-glucoside_C21H21O12_465.103088	21	126	0	96	0	0	0	0	0
Petunidin+3-O-glucoside_C22H23O12_479.118805	23	132	0	96	0	0	0	0	0
Malvidin+3-O-glucoside_C23H25O12_493.134491	25	138	0	96	0	0	0	0	0
Peonidin+3-O-glucoside_C22H23O11_463.123901	23	132	0	88	0	0	0	0	0
Vetispiradiene_C15H24_204.187805	24	90	0	0	0	0	0	0	0
Proansamycin+X_C35H47NO10_641.319885	47	210	7	80	0	0	0	0	0
5-Hydroxyferuloyl-CoA_C31H44N7O20P3S_959.157471	44	186	49	160	45	16	0	0	0
5-Hydroxyconiferaldehyde_C10H10O4_194.057907	10	60	0	32	0	0	0	0	0
5-Hydroxyconiferyl+alcohol_C10H12O4_196.073593	12	60	0	32	0	0	0	0	0
Caffeyl+alcohol_C9H10O3_166.063004	10	54	0	24	0	0	0	0	0
p-Coumaroyl+quinic+acid_C16H18O8_338.100098	18	96	0	64	0	0	0	0	0
Caffeoyl+quinic+acid_C16H18O9_354.095001	18	96	0	72	0	0	0	0	0
UDP-3-ketoglucose_C15H22N2O17P2_564.039185	22	90	14	136	30	0	0	0	0
UDP-kanosamine_C15H25N3O16P2_565.070801	25	90	21	128	30	0	0	0	0
Kanosamine_C6H13NO5_179.079407	13	36	7	40	0	0	0	0	0
Kanosamine+6-phosphate_C6H14NO8P_259.045685	14	36	7	64	15	0	0	0	0
Aminofructose+6-phosphate_C6H14NO8P_259.045685	14	36	7	64	15	0	0	0	0
Iminoerythrose+4-phosphate_C4H10NO6P_199.024597	10	24	7	48	15	0	0	0	0
Mycobactin+S_C44H69N5O10_827.504272	69	264	35	80	0	0	0	0	0
Corynebactin_C39H42N6O18_882.255615	42	234	42	144	0	0	0	0	0
Myxochelin+A_C20H24N2O7_404.158203	24	120	14	56	0	0	0	0	0
Myxochelin+B_C20H25N3O6_403.174286	25	120	21	48	0	0	0	0	0
Protorifamycin+I_C35H45NO10_639.304321	45	210	7	80	0	0	0	0	0
Rifamycin+W_C35H45NO11_655.299316	45	210	7	88	0	0	0	0	0
Kaempferol+3-O-glucoside_C21H20O11_448.100494	20	126	0	88	0	0	0	0	0
Indolin-2-one_C8H7NO_133.052795	7	48	7	8	0	0	0	0	0
"dTDP-3-amino-2,3,6-trideoxy-D-threo-hexopyranos-4-ulose_C16H25N3O13P2_529.086182"	25	96	21	104	30	0	0	0	0
"dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose_C17H27N3O13P2_543.101685"	27	102	21	104	30	0	0	0	0
dTDP-L-4-oxovancosamine_C17H27N3O13P2_543.101685	27	102	21	104	30	0	0	0	0
dTDP-L-epivancosamine_C17H29N3O13P2_545.117371	29	102	21	104	30	0	0	0	0
dTDP-L-vancosamine_C17H29N3O13P2_545.117371	29	102	21	104	30	0	0	0	0
L-4-Hydroxyphenylglycine_C8H9NO3_167.058304	9	48	7	24	0	0	0	0	0
"3,5-Dihydroxyphenylacetyl-CoA_C29H42N7O19P3S_917.146912"	42	174	49	152	45	16	0	0	0
"3,5-Dihydroxyphenylglyoxylate_C8H6O5_182.021606"	6	48	0	40	0	0	0	0	0
Tetracenomycin+F2_C20H16O8_384.084412	16	120	0	64	0	0	0	0	0
Tetracenomycin+F1_C20H14O7_366.073914	14	120	0	56	0	0	0	0	0
Tetracenomycin+D3_C20H12O8_380.053101	12	120	0	64	0	0	0	0	0
Tetracenomycin+B3_C21H14O8_394.068787	14	126	0	64	0	0	0	0	0
Tetracenomycin+E_C22H16O8_408.084412	16	132	0	64	0	0	0	0	0
Tetracenomycin+A2_C23H18O8_422.100098	18	138	0	64	0	0	0	0	0
Tetracenomycin+M_C19H16O7_356.089508	16	114	0	56	0	0	0	0	0
Tetracenomycin+F1+methylester_C21H16O7_380.089508	16	126	0	56	0	0	0	0	0
Decarboxytetracenomycin+F1_C19H14O5_322.084106	14	114	0	40	0	0	0	0	0
Tetracenomycin+D3+methylester_C21H14O8_394.068787	14	126	0	64	0	0	0	0	0
Tetracenomycin+D1_C19H12O6_336.063293	12	114	0	48	0	0	0	0	0
Tetracenomycin+B1_C20H14O6_350.078888	14	120	0	48	0	0	0	0	0
Tetracenomycin+B2_C22H16O8_408.084412	16	132	0	64	0	0	0	0	0
8-Demethyltetracenomycin+C_C22H18O11_458.084808	18	132	0	88	0	0	0	0	0
Tetracenomycin+X_C24H20O11_484.100403	20	144	0	88	0	0	0	0	0
Elloramycin+A_C32H36O15_660.205383	36	192	0	120	0	0	0	0	0
4-Demethylpremithramycinone_C20H16O9_400.079315	16	120	0	72	0	0	0	0	0
Premithramycinone_C21H18O9_414.095001	18	126	0	72	0	0	0	0	0
Premithramycin+A1_C27H28O12_544.157898	28	162	0	96	0	0	0	0	0
Premithramycin+A2'_C33H38O15_674.221130	38	198	0	120	0	0	0	0	0
Premithramycin+A3'_C40H50O18_818.299683	50	240	0	144	0	0	0	0	0
Premithramycin+A3_C41H52O18_832.315430	52	246	0	144	0	0	0	0	0
Premithramycin+B_C53H72O24_1092.441162	72	318	0	192	0	0	0	0	0
Mithramycin_C52H76O24_1084.472412	76	312	0	192	0	0	0	0	0
Dehydrorabelomycin_C19H12O5_320.068512	12	114	0	40	0	0	0	0	0
Kinobscurinone_C18H10O5_306.052795	10	108	0	40	0	0	0	0	0
Stealthin+C_C18H13NO4_307.084412	13	108	7	32	0	0	0	0	0
Prekinamycin_C18H10N2O4_318.064087	10	108	14	32	0	0	0	0	0
Kinamycin+D_C22H18N2O9_454.101196	18	132	14	72	0	0	0	0	0
Jadomycin+B_C32H35NO9_577.231201	35	192	7	72	0	0	0	0	0
Tetrangomycin_C19H14O5_322.084106	14	114	0	40	0	0	0	0	0
Tetrangulol_C19H12O4_304.073486	12	114	0	32	0	0	0	0	0
8-O-Methyltetrangulol_C20H14O4_318.089203	14	120	0	32	0	0	0	0	0
19-Hydroxytetrangulol_C19H12O5_320.068390	12	114	0	40	0	0	0	0	0
19-Hydroxy-8-O-methyltetrangulol_C20H14O5_334.084106	14	120	0	40	0	0	0	0	0
PD116740_C20H16O7_368.089508	16	120	0	56	0	0	0	0	0
Rabelomycin_C19H14O6_338.079010	14	114	0	48	0	0	0	0	0
104-1_C25H24O9_468.141907	24	150	0	72	0	0	0	0	0
Urdamycinone+B_C25H24O8_452.147003	24	150	0	64	0	0	0	0	0
100-1_C31H34O10_566.215088	34	186	0	80	0	0	0	0	0
Urdamycin+B_C37H44O13_696.278076	44	222	0	104	0	0	0	0	0
104-2_C25H24O9_468.141907	24	150	0	72	0	0	0	0	0
100-2_C31H36O12_600.220581	36	186	0	96	0	0	0	0	0
124-1_C37H44O14_712.273071	44	222	0	112	0	0	0	0	0
Urdamycinone+F_C25H28O11_504.162994	28	150	0	88	0	0	0	0	0
Urdamycin+F_C43H58O18_862.362183	58	258	0	144	0	0	0	0	0
Aquayamycin_C25H26O10_486.152405	26	150	0	80	0	0	0	0	0
Urdamycin+A_C43H56O17_844.351624	56	258	0	136	0	0	0	0	0
Urdamycin+G_C37H46O14_714.288818	46	222	0	112	0	0	0	0	0
Nogalonic+acid+methyl+ester_C21H16O8_396.084503	16	126	0	64	0	0	0	0	0
Nogalonic+acid_C20H14O8_382.068787	14	120	0	64	0	0	0	0	0
Auraviketone_C21H16O8_396.084503	16	126	0	64	0	0	0	0	0
Dihydro-NAME_C21H18O8_398.100098	18	126	0	64	0	0	0	0	0
Auramycinone_C21H18O8_398.100098	18	126	0	64	0	0	0	0	0
12-Deoxyaklanonic+acid_C21H18O7_382.105194	18	126	0	56	0	0	0	0	0
Aklanonic+acid_C21H16O8_396.084412	16	126	0	64	0	0	0	0	0
Aklanonic+acid+methyl+ester_C22H18O8_410.100098	18	132	0	64	0	0	0	0	0
Aklaviketone_C22H18O8_410.100098	18	132	0	64	0	0	0	0	0
Aklavinone_C22H20O8_412.115814	20	132	0	64	0	0	0	0	0
epsilon-Rhodomycinone_C22H20O9_428.110596	20	132	0	72	0	0	0	0	0
Rhodomycin+D_C28H31NO11_557.189575	31	168	7	88	0	0	0	0	0
10-Carboxy-13-deoxycarminomycin_C27H29NO11_543.174011	29	162	7	88	0	0	0	0	0
13-Deoxycarminomycin_C26H29NO9_499.184113	29	156	7	72	0	0	0	0	0
13-Deoxydaunorubicin_C27H31NO9_513.199829	31	162	7	72	0	0	0	0	0
13-Dihydrodaunorubicin_C27H31NO10_529.194702	31	162	7	80	0	0	0	0	0
13-Dihydrocarminomycin_C26H29NO10_515.179016	29	156	7	80	0	0	0	0	0
Carminomycin_C26H27NO10_513.163391	27	156	7	80	0	0	0	0	0
(13S)-13-Dihydrodaunorubicin_C27H31NO10_529.194824	31	162	7	80	0	0	0	0	0
(S)-DNPA_C16H14O5_286.084106	14	96	0	40	0	0	0	0	0
5-Deoxodihydrokalafungin_C16H16O5_288.099792	16	96	0	40	0	0	0	0	0
Dihydrokalafungin_C16H14O6_302.079010	14	96	0	48	0	0	0	0	0
Medermycin_C16H12O6_300.063385	12	96	0	48	0	0	0	0	0
2-Decarboxytetrangomycin_C20H14O7_366.073914	14	120	0	56	0	0	0	0	0
Phenanthroviridone+aglycon_C18H11NO4_305.068787	11	108	7	32	0	0	0	0	0
Trachelanthamidine_C8H15NO_141.115402	15	48	7	8	0	0	0	0	0
"18-Carbamoyl-9-hydroxy-3,5,7,11,13,15,17-octaoxo-octadecanoyl-[acp]_C19H22NO10R_424.124390"	22	114	7	80	0	0	0	0	0
Ecgonine+methyl+ester_C10H17NO3_199.120895	17	60	7	24	0	0	0	0	0
Pseudoecgonine_C9H15NO3_185.105194	15	54	7	24	0	0	0	0	0
Pseudoecgonyl-CoA_C30H49N8O18P3S_934.209778	49	180	56	144	45	16	0	0	0
Fridamycin+E_C19H16O7_356.089508	16	114	0	56	0	0	0	0	0
Acetyltropine_C10H17NO2_183.125900	17	60	7	16	0	0	0	0	0
Acetylpseudotropine_C10H17NO2_183.125900	17	60	7	16	0	0	0	0	0
Anatalline_C15H17N3_239.142303	17	90	21	0	0	0	0	0	0
5-Aminopentanal_C5H11NO_101.084099	11	30	7	8	0	0	0	0	0
3-Dimethylallyl-4-hydroxyphenylpyruvate_C14H16O4_248.104904	16	84	0	32	0	0	0	0	0
3-Dimethylallyl-4-hydroxymandelic+acid_C13H16O4_236.104904	16	78	0	32	0	0	0	0	0
3-Dimethylallyl-4-hydroxybenzoate_C12H14O3_206.094299	14	72	0	24	0	0	0	0	0
3-Dimethylallyl-4-hydroxybenzaldehyde_C12H14O2_190.099396	14	72	0	16	0	0	0	0	0
"3-Amino-4,7-dihydroxy-8-methylcoumarin_C10H9NO4_207.053207"	9	60	7	32	0	0	0	0	0
"3-Amino-4,7-dihydroxycoumarin_C9H7NO4_193.037506"	7	54	7	32	0	0	0	0	0
"3-Amino-4,7-dihydroxy-8-chlorocoumarin_C9H6ClNO4_226.998596"	6	54	7	32	0	0	17	0	0
Chlorobiocic+acid_C21H18ClNO6_415.082214	18	126	7	48	0	0	17	0	0
Novclobiocin+105_C28H30ClNO10_575.155701	30	168	7	80	0	0	17	0	0
Novclobiocin+104_C29H32ClNO10_589.171326	32	174	7	80	0	0	17	0	0
Novobiocic+acid_C22H21NO6_395.136810	21	132	7	48	0	0	0	0	0
Desmethyldescarbamoylnovobiocin_C29H33NO10_555.210327	33	174	7	80	0	0	0	0	0
Descarbamoylnovobiocin_C30H35NO10_569.226013	35	180	7	80	0	0	0	0	0
